"","actor","location","start_date","end_date","ended","est_fat","org"
"1172","Turkana","Kenya","1993-07-11","1993-07-11",1,157,3
"1173","Turkana","Ethiopia","1993-07-11","2006-12-31",1,31,3
"1174","Suleiman subclan of Habar Gidir clan","Somalia","1998-12-24","2004-03-05",1,47,3
"1175","Suleiman subclan of Habar Gidir clan","Somalia","1998-12-24","2012-12-01",1,38,3
"1176","FNI","DR Congo","2004-07-07","2004-07-08",1,51,1
"1177","Hamas","Israel","1991-09-22","",0,36,1
"1178","Hamas","Israel","1991-09-22","2007-12-31",1,235,1
"1179","FN - IC","Ivory Coast","2004-01-31","2004-06-21",1,134,1
"1180","MILOCI","Ivory Coast","2005-02-28","2005-02-28",1,28,1
"1181","Forces of Amanullah","Afghanistan","2003-08-13","2003-08-13",1,25,1
"1182","Forces of Jama Ali Jama","Somalia","2001-11-21","2002-12-27",1,70,1
"1183","Forces of Arbab Basir","Afghanistan","2006-10-09","2006-10-22",1,36,1
"1184","Forces of Ismail Khan","Afghanistan","2002-07-23","2002-12-02",1,110,1
"1185","Forces of Ismail Khan","Afghanistan","2002-07-23","2004-08-16",1,42,1
"1186","Yugur","Nigeria","2003-03-02","2003-03-02",1,100,3
"1187","Mambila","Nigeria","2002-01-08","2002-01-08",1,50,3
"1188","Mambila","Nigeria","2002-01-08","2017-06-22",1,40,3
"1189","Ma'alin Weyne subclan of Mirifle clan","Somalia","2008-04-28","2008-12-05",1,40,3
"1190","Guji","Ethiopia","2005-04-03","2005-04-29",1,43,3
"1191","Jejele subclan of Jibedi clan","Somalia","2005-06-07","2005-06-09",1,36,3
"1192","Pan","Nigeria","2006-04-13","2006-04-13",1,25,3
"1193","Marehan subclan of Sede clan","Somalia","2005-04-10","2005-07-23",1,99,3
"1194","Murule subclan of Gugundabe clan","Kenya","2005-01-01","2005-04-04",1,63,3
"1195","Murule subclan of Gugundabe clan","Kenya","2005-01-01","2008-10-16",1,31,3
"1196","Oromo","Ethiopia","2007-09-30","2008-05-21",1,145,3
"1197","Habaniya","Sudan","2007-01-31","",0,125,3
"1198","Habaniya","Sudan","2007-01-31","",0,150,3
"1199","Habaniya","Sudan","2007-01-31","2009-04-19",1,99,3
"1200","Rizeigat Baggara","Sudan","2006-07-20","2006-07-20",1,150,3
"1201","Rizeigat Baggara","Sudan","2006-07-20","2015-07-16",1,198,3
"1202","Igbo","Nigeria","2000-02-28","2000-02-28",1,50,3
"1203","Tarok","Nigeria","2002-07-07","2002-10-04",1,35,3
"1204","Yoruba","Nigeria","1998-07-13","",0,60,3
"1205","Yoruba","Nigeria","1998-07-13","1999-07-25",1,93,3
"1206","Yoruba","Nigeria","1998-07-13","2002-02-05",1,100,3
"1207","Yoruba","Nigeria","1998-07-13","2017-03-08",1,46,3
"1208","Lendu","DR Congo","1999-05-14","",0,1405,3
"1209","Lendu","DR Congo","1999-05-14","",0,656,3
"1210","Lendu","DR Congo","1999-05-14","",0,474,3
"1211","Lendu","DR Congo","1999-05-14","",0,1946,3
"1212","Lendu","DR Congo","1999-05-14","2003-10-31",1,258,3
"1213","PSP","Lebanon","2008-05-09","2008-05-27",1,38,1
"1214","Mahamid, Mahariba, Newiba","Sudan","2005-12-31","2005-12-31",1,251,3
"1215","Tagaeri","Ecuador","2003-05-27","2003-05-27",1,26,3
"1216","Yantar subclan of Mirifle clan","Somalia","2005-08-12","2005-08-19",1,35,3
"1217","Itsekiri","Nigeria","1997-03-30","",0,418,3
"1218","Itsekiri","Nigeria","1997-03-30","",0,25,3
"1219","Itsekiri","Nigeria","1997-03-30","1999-06-30",1,120,3
"1220","Itsekiri","Nigeria","1997-03-30","2003-12-18",1,105,3
"1221","Lashkhar of Wazir tribe","Pakistan","2007-03-06","2007-09-02",1,319,1
"1222","RJF","Iraq","2007-05-13","2007-11-10",1,123,1
"1223","Ukele","Nigeria","2005-04-25","2005-04-25",1,100,3
"1224","TTP","Pakistan","2008-07-16","2008-07-19",1,51,1
"1225","JEM","Sudan","2003-11-26","2003-11-26",1,186,1
"1226","SLM/A","Sudan","2005-01-30","2005-04-20",1,30,1
"1227","Janjaweed - Moro faction","Sudan","2005-11-30","2005-11-30",1,44,1
"1228","Turkana","Kenya","1999-07-10","1999-07-10",1,40,3
"1229","Turkana","Kenya","1999-07-10","2008-02-10",1,57,3
"1230","Sinaloa Cartel","Mexico","2004-01-25","2004-09-12",1,61,1
"1231","Sinaloa Cartel","Mexico","2004-01-25","",0,1580,1
"1232","Sinaloa Cartel","Mexico","2004-01-25","",0,2063,1
"1233","Sinaloa Cartel","Mexico","2004-01-25","",0,2515,1
"1234","Sinaloa Cartel","Mexico","2004-01-25","",0,1658,1
"1235","Sinaloa Cartel","Mexico","2004-01-25","",0,547,1
"1236","Sinaloa Cartel","Mexico","2004-01-25","",0,127,1
"1237","Sinaloa Cartel","Mexico","2004-01-25","",0,49,1
"1238","Sinaloa Cartel","Mexico","2004-01-25","",0,38,1
"1239","Sinaloa Cartel","Mexico","2004-01-25","",0,59,1
"1240","Sinaloa Cartel","Mexico","2004-01-25","2017-12-20",1,65,1
"1241","JVA faction","Somalia","2002-06-02","2003-10-28",1,25,1
"1242","JVA","Somalia","1999-01-06","1999-08-12",1,78,1
"1243","JVA","Somalia","1999-01-06","2004-09-20",1,37,1
"1244","Mishti","Pakistan","2008-03-22","2008-03-28",1,58,3
"1245","Kikuyu","Kenya","1991-12-27","",0,42,3
"1246","Kikuyu","Kenya","1991-12-27","",0,35,3
"1247","Kikuyu","Kenya","1991-12-27","1994-03-31",1,28,3
"1248","Kikuyu","Kenya","1991-12-27","1998-01-25",1,127,3
"1249","Kikuyu","Kenya","1991-12-27","2008-12-31",1,78,3
"1250","Kisii","Kenya","2008-02-03","2008-02-05",1,81,3
"1251","Mamprusi","Ghana","2000-12-09","",0,30,3
"1252","Mamprusi","Ghana","2000-12-09","2001-12-04",1,50,3
"1253","Mamprusi","Ghana","2000-12-09","2008-06-27",1,55,3
"1254","TTP","Pakistan","2008-08-28","2008-10-04",1,34,1
"1255","Murle","Sudan","2006-05-31","",0,150,3
"1256","Murle","Sudan","2006-05-31","2007-08-15",1,60,3
"1257","Murle","Sudan","2006-05-31","2009-08-02",1,1195,3
"1258","Murle","South Sudan, Sudan","2006-05-31","",0,1415,3
"1259","Murle","South Sudan, Ethiopia","2006-05-31","",0,424,3
"1260","Murle","South Sudan","2006-05-31","2013-08-08",1,118,3
"1261","Murle","South Sudan","2006-05-31","",0,101,3
"1262","Murle","South Sudan","2006-05-31","2017-04-10",1,32,3
"1263","Lou Nuer","Sudan","2008-05-17","",0,31,3
"1264","Lou Nuer","Sudan","2008-05-17","2009-10-16",1,237,3
"1265","SPLM/A","Sudan","1995-10-30","",0,36,1
"1266","SPLM/A","Sudan","1995-10-30","",0,152,1
"1267","SPLM/A","Sudan","1995-10-30","",0,100,1
"1268","SPLM/A","Sudan","1995-10-30","1998-09-14",1,58,1
"1269","SPLM/A","Sudan","1995-10-30","2004-12-22",1,142,1
"1270","LTTE - K","Sri Lanka","2004-03-30","",0,60,1
"1271","LTTE - K","Sri Lanka","2004-03-30","",0,30,1
"1272","LTTE - K","Sri Lanka","2004-03-30","2006-12-30",1,97,1
"1273","Moro","Philippines","2006-06-22","2006-06-30",1,25,3
"1274","Luo","Kenya","2007-12-31","2008-02-18",1,42,3
"1275","Rizeigat Baggara","Sudan","2002-05-25","2002-05-25",1,53,3
"1276","Rizeigat Baggara","Sudan","2002-05-25","2004-12-31",1,69,3
"1277","Rizeigat Baggara","Sudan","2002-05-25","",0,229,3
"1278","Rizeigat Baggara","Sudan","2002-05-25","",0,395,3
"1279","Rizeigat Baggara","Sudan","2002-05-25","",0,252,3
"1280","Rizeigat Baggara","Sudan","2002-05-25","",0,27,3
"1281","Rizeigat Baggara","Sudan","2002-05-25","2017-07-22",1,68,3
"1282","Turi","Pakistan","2007-04-07","",0,187,3
"1283","Turi","Pakistan","2007-04-07","2008-09-23",1,58,3
"1284","Mara Salvatrucha","Guatemala","2001-04-26","2005-09-19",1,56,1
"1285","Marehan subclan of Sede clan","Somalia","2003-05-22","2003-12-16",1,104,3
"1286","Marehan subclan of Sede clan","Ethiopia","1994-12-08","2006-02-17",1,100,3
"1287","Ogaden clan","Ethiopia","2004-06-10","2004-06-10",1,54,3
"1288","Turkana","Kenya","1991-12-31","1997-06-30",1,28,3
"1289","Turkana","Kenya","1991-12-31","2000-02-23",1,142,3
"1290","Turkana","Ethiopia, Kenya","1991-12-31","2005-11-30",1,36,3
"1291","Turkana","Kenya, Ethiopia","1991-12-31","2009-11-30",1,54,3
"1292","Turkana","Kenya","1991-12-31","2011-08-07",1,55,3
"1293","MFDC - S","Senegal","2006-06-07","2006-06-15",1,124,1
"1294","Rizeigat Abbala","Sudan","2004-12-31","",0,67,3
"1295","Rizeigat Abbala","Sudan","2004-12-31","",0,244,3
"1296","Rizeigat Abbala","Sudan","2004-12-31","2010-08-18",1,342,3
"1297","Rizeigat Abbala","Sudan","2004-12-31","2012-07-19",1,58,3
"1298","Rizeigat Abbala","Sudan","2004-12-31","2015-12-12",1,29,3
"1299","Warsangeli subclan of Abgal clan","Somalia","2003-03-01","2003-07-30",1,64,3
"1300","SLDF","Kenya","2008-01-31","2008-01-31",1,32,1
"1301","Nuer","Ethiopia","2006-04-15","2006-04-29",1,59,3
"1302","Nuer","Ethiopia","2006-04-15","2016-04-15",1,150,3
"1303","NDV","Nigeria","2004-02-21","2004-11-04",1,59,1
"1304","NSCN-K","India","1999-08-19","2001-12-11",1,59,1
"1305","NSCN-K","India","1999-08-19","",0,29,1
"1306","NSCN-K","India","1999-08-19","",0,68,1
"1307","NSCN-K","India","1999-08-19","",0,76,1
"1308","NSCN-K","India","1999-08-19","2008-12-11",1,51,1
"1309","NSCN-K","India","1999-08-19","2011-03-15",1,37,1
"1310","NSCN-U","India","2008-04-17","2008-08-01",1,36,1
"1311","Turkana","Kenya","2006-01-13","2006-01-13",1,58,3
"1312","Sheikhal clan","Somalia","1999-09-01","1999-09-09",1,70,3
"1313","Sheikhal clan","Ethiopia","1999-09-01","2002-05-31",1,435,3
"1314","Somali","Ethiopia","1991-07-07","2000-07-16",1,40,3
"1315","Somali","Ethiopia","1991-07-07","2003-12-26",1,33,3
"1316","Somali","Ethiopia","1991-07-07","2005-06-30",1,102,3
"1317","Somali","Ethiopia","1991-07-07","2017-12-17",1,276,3
"1318","Palipehutu-FNL - LP","Burundi","2007-09-04","2007-10-21",1,52,1
"1319","SSDF","Sudan","2002-11-09","2002-11-09",1,38,1
"1320","Pokot","Uganda","1998-04-13","2003-11-30",1,34,3
"1321","Sabiny","Uganda","2003-04-11","2003-04-11",1,30,3
"1322","Republic of Somaliland","Somalia","2002-12-07","2004-11-17",1,34,1
"1323","RCD","DR Congo","1998-08-23","",0,29,1
"1324","RCD","DR Congo","1998-08-23","",0,115,1
"1325","RCD","DR Congo","1998-08-23","2000-12-14",1,107,1
"1326","RCD","DR Congo","1998-08-23","",0,378,1
"1327","RCD","DR Congo","1998-08-23","2003-07-31",1,53,1
"1328","RCD","DR Congo","2002-02-25","2002-04-16",1,221,1
"1329","RCD-N","DR Congo","2003-03-16","2003-03-16",1,45,1
"1330","MLC, RCD-N","DR Congo","2001-06-10","",0,40,1
"1331","MLC, RCD-N","DR Congo","2001-06-10","2002-08-31",1,158,1
"1332","Terjam","Sudan","2007-01-06","2007-08-14",1,382,3
"1333","RRA - MH","Somalia","2001-01-02","",0,154,1
"1334","RRA - MH","Somalia","2001-01-02","2003-10-11",1,80,1
"1335","RRA - MH","Somalia","2001-01-02","2005-05-30",1,34,1
"1336","Suleiman subclan of Habar Gidir clan","Somalia","1998-03-26","",0,156,3
"1337","Suleiman subclan of Habar Gidir clan","Somalia","1998-03-26","",0,103,3
"1338","Suleiman subclan of Habar Gidir clan","Somalia","1998-03-26","2006-06-12",1,48,3
"1339","Suleiman subclan of Habar Gidir clan","Somalia","1998-03-26","2011-08-28",1,40,3
"1340","Sinaloa Cartel","Mexico","2004-01-25","",0,106,1
"1341","Sinaloa Cartel","Mexico","2004-01-25","",0,187,1
"1342","Sinaloa Cartel","Mexico","2004-01-25","",0,627,1
"1343","Sinaloa Cartel","Mexico","2004-01-25","",0,448,1
"1344","Sinaloa Cartel","Guatemala, Mexico","2004-01-25","",0,72,1
"1345","Sinaloa Cartel","Mexico","2004-01-25","",0,150,1
"1346","Sinaloa Cartel","Mexico, Honduras","2004-01-25","2010-05-10",1,42,1
"1347","SLM/A - MM","Sudan","2005-11-01","",0,45,1
"1348","SLM/A - MM","Sudan","2005-11-01","2006-07-07",1,57,1
"1349","Hawarsame Rer Hasan and Habar Ya'qub subclan of Marehan clan","Kenya, Somalia","2004-05-08","2004-06-02",1,69,3
"1350","UWSA","Myanmar","2001-03-18","2005-04-26",1,110,1
"1351","Saleban-Abdalla subclan of Majerteen clan","Somalia","2003-07-09","2003-07-09",1,28,3
"1352","Zaghawa","Chad","2006-03-19","",0,74,3
"1353","Zaghawa","Chad","2006-03-19","2007-10-15",1,126,3
"1354","Tijuana Cartel - El Teo faction","Mexico","2008-02-12","",0,185,1
"1355","Tijuana Cartel - El Teo faction","Mexico","2008-02-12","",0,47,1
"1356","Tijuana Cartel - El Teo faction","Mexico","2008-02-12","2010-10-24",1,54,1
"1357","Turkana","Sudan","1992-10-31","1992-10-31",1,200,3
"1358","Turkana","Kenya","1992-10-31","2008-08-31",1,25,3
"1359","Turkana","Kenya, Sudan","1992-10-31","2011-06-17",1,47,3
"1360","Turkana","Kenya","1995-12-05","1995-12-05",1,44,3
"1361","Turkana","Kenya","1995-12-05","1999-06-26",1,115,3
"1362","Turkana","Kenya","1995-12-05","",0,28,3
"1363","Turkana","Kenya, Uganda","1995-12-05","2006-12-29",1,34,3
"1364","Turkana","Kenya, Uganda","1995-12-05","2008-09-03",1,88,3
"1365","Turkana","Kenya","1995-12-05","2010-11-25",1,55,3
"1366","Turkana","Kenya","1995-12-05","",0,27,3
"1367","Turkana","Kenya","1995-12-05","",0,45,3
"1368","Turkana","Kenya","1995-12-05","2015-05-27",1,102,3
"1369","USC/SSA - OMF","Somalia","2001-12-27","",0,34,1
"1370","USC/SSA - OMF","Somalia","2001-12-27","",0,62,1
"1371","USC/SSA - OMF","Somalia","2001-12-27","2003-11-23",1,72,1
"1372","Zaghawa","Sudan","2008-10-10","2008-10-10",1,41,3
"1373","Ittihad-i Islami Bara-yi Azadi-yi Afghanistan","Afghanistan","1989-08-29","1989-08-29",1,70,1
"1374","Hizb-i Wahdat - Akbari faction","Afghanistan","1994-05-29","1996-12-21",1,25,1
"1375","Hizb-i Wahdat - Akbari faction","Afghanistan","1994-05-29","2003-07-28",1,59,1
"1376","Hizb-i Wahdat","Afghanistan","1994-07-09","1994-07-09",1,25,1
"1377","Jamiat-ul-Dawa","Afghanistan","1991-08-25","1991-11-02",1,51,1
"1378","Jam'iyyat-i Islami-yi Afghanistan","Afghanistan","1989-05-10","",0,167,1
"1379","Jam'iyyat-i Islami-yi Afghanistan","Afghanistan","1989-05-10","",0,36,1
"1380","Jam'iyyat-i Islami-yi Afghanistan","Afghanistan","1989-05-10","1991-07-31",1,200,1
"1381","Junbish-i Milli-yi Islami","Afghanistan","1993-12-28","1994-04-20",1,27,1
"1382","Junbish-i Milli-yi Islami","Afghanistan","1993-12-28","1996-03-03",1,200,1
"1383","Taleban","Afghanistan","1994-10-12","",0,66,1
"1384","Taleban","Afghanistan","1994-10-12","1995-02-13",1,42,1
"1385","Taleban","Afghanistan","1994-10-12","",0,99,1
"1386","Taleban","Afghanistan","1994-10-12","2011-09-17",1,25,1
"1387","Junbish-i Milli-yi Islami","Afghanistan","1992-12-09","1992-12-22",1,90,1
"1388","Junbish-i Milli-yi Islami","Afghanistan","1992-12-09","",0,136,1
"1389","Junbish-i Milli-yi Islami","Afghanistan","1992-12-09","2003-11-02",1,158,1
"1390","Mahaz-i Milli-yi Islami-yi Afghanistan","Afghanistan","1996-02-03","1996-02-03",1,100,1
"1391","Shura-yi Nazar-i Shomali","Afghanistan","1995-12-26","1995-12-26",1,25,1
"1392","GIA - El Khadra Battalion","Algeria","1998-04-26","1998-04-26",1,62,1
"1393","GIA - El Khadra Battalion","Algeria","1998-06-09","1998-06-09",1,56,1
"1394","GIA","Algeria","1994-02-06","1995-05-16",1,51,1
"1395","GIA","Algeria","1994-02-06","",0,250,1
"1396","GIA","Algeria","1994-02-06","1998-12-30",1,25,1
"1397","PBCP","Bangladesh","1993-01-17","1993-05-15",1,27,1
"1398","Qaqachaca","Bolivia","1998-01-26","2000-07-08",1,50,3
"1399","Palipehutu-FNL","Burundi","2000-02-12","2000-02-12",1,100,1
"1400","Balikumbat","Cameroon","1998-02-28","1998-03-25",1,51,3
"1401","Foulbe, Hausa","Cameroon","1991-07-17","1991-07-17",1,50,3
"1402","Kotoko","Cameroon","1992-01-30","",0,25,3
"1403","Kotoko","Cameroon","1992-01-30","",0,47,3
"1404","Kotoko","Cameroon","1992-01-30","1994-03-26",1,34,3
"1405","Rock Machine","Mexico, Canada","1994-10-20","1995-12-31",1,25,1
"1406","Rock Machine","Canada","1994-10-20","1998-12-31",1,27,1
"1407","Oulad Rachid","Chad","2000-11-21","2000-11-28",1,72,3
"1408","ELN","Colombia","1997-05-30","1998-11-20",1,53,1
"1409","ELN","Colombia","1997-05-30","",0,35,1
"1410","ELN","Colombia","1997-05-30","2001-10-30",1,41,1
"1411","Medellín Cartel","Colombia","1990-05-03","1990-10-25",1,41,1
"1412","PEPES","Colombia","1993-02-05","1993-06-02",1,45,1
"1413","MPA - SOC","Comoros","1998-12-06","1998-12-08",1,40,1
"1414","ALiR","DR Congo","1997-01-10","1997-03-20",1,120,1
"1415","Mayi Mayi","DR Congo","1996-11-05","1997-01-03",1,33,1
"1416","Hutu","DR Congo","1993-04-30","1993-09-07",1,157,3
"1417","Hutu","DR Congo","1993-04-30","",0,465,3
"1418","Hutu","DR Congo","1993-04-30","1996-10-21",1,119,3
"1419","Hunde, Nyanga","DR Congo","1993-03-21","",0,3051,3
"1420","Hunde, Nyanga","DR Congo","1993-03-21","1994-12-31",1,146,3
"1421","RCD","DR Congo","2000-04-13","2000-05-15",1,97,1
"1422","RCD-K-ML","DR Congo","2000-09-11","2000-11-15",1,65,1
"1423","RCD-ML","DR Congo","1999-11-14","1999-11-25",1,80,1
"1424","Oromo","Ethiopia","1989-03-31","1991-11-14",1,25,3
"1425","Oromo","Ethiopia","1989-03-31","",0,108,3
"1426","Oromo","Ethiopia","1989-03-31","2001-03-31",1,100,3
"1427","Borana","Ethiopia","1992-06-18","1992-06-18",1,317,3
"1428","Degodia","Ethiopia","1992-12-31","1992-12-31",1,51,3
"1429","Degodia","Ethiopia, Kenya","1992-12-31","1998-12-31",1,225,3
"1430","Degodia","Ethiopia","1992-12-31","2000-05-20",1,65,3
"1431","Garre","Ethiopia","2000-07-15","",0,68,3
"1432","Garre","Ethiopia","2000-07-15","2001-12-31",1,93,3
"1433","Garre","Ethiopia","2000-07-15","2009-05-24",1,34,3
"1434","Garre","Ethiopia","2000-09-07","",0,72,3
"1435","Garre","Ethiopia","2000-09-07","2001-11-30",1,31,3
"1436","Zeyle","Ethiopia","2001-11-23","2001-11-23",1,40,3
"1437","Guji","Ethiopia","1995-12-31","1995-12-31",1,1000,3
"1438","Guji","Ethiopia","1995-12-31","1998-07-22",1,700,3
"1439","Rer Samatar subclan of Habr Awal","Ethiopia","1992-06-30","1992-06-30",1,100,3
"1440","Republic of Abkhazia","Georgia","1998-05-20","1998-05-23",1,38,1
"1441","White Legion","Georgia","1997-07-08","1997-12-24",1,26,1
"1442","Konkomba, Nawuri","Ghana","1991-06-25","",0,30,3
"1443","Konkomba, Nawuri","Ghana","1991-06-25","1992-05-25",1,63,3
"1444","Konkomba","Ghana","1993-01-31","",0,2004,3
"1445","Konkomba","Ghana","1993-01-31","1995-04-23",1,155,3
"1446","Torma Manian","Guinea","2000-01-03","2000-01-03",1,31,3
"1447","Santhal","India","1996-05-16","1996-08-06",1,185,3
"1448","Santhal","India","1996-05-16","1998-11-18",1,94,3
"1449","JKLF","India","1991-05-05","1993-12-31",1,75,1
"1450","Naga","India","1993-09-15","",0,211,3
"1451","Naga","India","1993-09-15","",0,41,3
"1452","Naga","India","1993-09-15","1995-12-31",1,74,3
"1453","Naga","India","1993-09-15","",0,70,3
"1454","Naga","India","1993-09-15","1998-10-16",1,39,3
"1455","Madurese","Indonesia","1997-01-02","1997-02-19",1,361,3
"1456","Madurese","Indonesia","1997-01-02","2001-04-03",1,496,3
"1457","al-Shaman","Iraq","1992-10-15","1992-10-20",1,266,3
"1458","PUK","Iraq","1992-08-02","",0,29,1
"1459","PUK","Iraq","1992-08-02","",0,122,1
"1460","PUK","Iraq","1992-08-02","1994-08-07",1,62,1
"1461","PUK","Iraq","1994-05-04","",0,646,1
"1462","PUK","Iraq","1994-05-04","",0,330,1
"1463","PUK","Iraq","1994-05-04","",0,130,1
"1464","PUK","Iraq","1994-05-04","1997-11-09",1,99,1
"1465","PKK","Iraq","1995-08-31","1995-12-06",1,338,1
"1466","PKK","Iraq, Turkey","1995-08-31","1997-12-01",1,229,1
"1467","PKK","Iraq","1995-08-31","2000-07-11",1,40,1
"1468","Supporters of PNP","Jamaica","1989-01-24","2001-12-29",1,116,2
"1469","Garre","Ethiopia, Kenya","2000-03-16","2000-11-30",1,78,3
"1470","Samburu","Kenya","1996-06-19","2001-02-08",1,30,3
"1471","Luhya","Kenya","1992-04-09","",0,69,3
"1472","Luhya","Kenya","1992-04-09","1993-10-25",1,27,3
"1473","Kisii, Luo","Kenya","1992-03-15","1992-04-09",1,40,3
"1474","Maasai","Kenya","1997-10-31","1997-12-28",1,57,3
"1475","Maasai","Kenya","1992-06-10","1993-10-27",1,60,3
"1476","Pokot","Kenya","1999-03-31","2001-03-12",1,65,3
"1477","Pokot","Kenya","1999-03-31","2016-12-26",1,30,3
"1478","Pokot","Kenya","1998-08-12","1998-09-01",1,35,3
"1479","Pokomo","Kenya","2001-03-07","2001-12-08",1,66,3
"1480","Turkana","Kenya","1996-12-03","1996-12-03",1,51,3
"1481","Hezbollah","Lebanon","1989-01-01","",0,213,1
"1482","Hezbollah","Lebanon","1989-01-01","1990-08-31",1,271,1
"1483","Fatah Revolutionary Council","Lebanon","1989-05-31","1990-09-09",1,78,1
"1484","SLA","Lebanon","1989-10-24","",0,30,1
"1485","SLA","Lebanon","1989-10-24","",0,26,1
"1486","SLA","Lebanon","1989-10-24","",0,48,1
"1487","SLA","Lebanon","1989-10-24","1995-12-24",1,36,1
"1488","SLA","Lebanon","1989-10-24","",0,31,1
"1490","SLA","Lebanon","1989-10-24","2000-05-12",1,27,1
"1491","Lebanese Forces","Lebanon","1989-02-15","",0,66,1
"1492","Lebanese Forces","Lebanon","1989-02-15","1990-06-19",1,786,1
"1493","NPFL","Liberia","1990-01-31","1990-10-14",1,45,1
"1494","NPFL","Liberia","1993-10-11","",0,192,1
"1495","NPFL","Liberia, Ivory Coast","1993-10-11","1995-08-09",1,50,1
"1496","ULIMO","Liberia, Sierra Leone","1991-09-04","",0,313,1
"1497","ULIMO","Liberia","1991-09-04","1992-12-08",1,55,1
"1498","AFL, LPC, ULIMO - J","Liberia","1996-04-09","1996-05-24",1,2000,1
"1499","ULIMO - K","Liberia, Sierra Leone","1992-05-31","1994-06-24",1,303,1
"1500","MPA","Mali","1994-06-12","1994-06-12",1,30,1
"1501","Touareg","Mali, Niger","1997-03-31","1997-07-05",1,34,3
"1502","Touareg","Mali","1997-03-31","2014-02-06",1,30,3
"1503","Pena Rojas clan","Mexico","1993-02-06","1993-02-09",1,27,3
"1504","Renamo","Mozambique","1991-05-20","1991-12-05",1,63,1
"1505","MDA - LM","Myanmar","2000-12-10","2000-12-10",1,70,1
"1506","UWSA","Myanmar","1990-02-14","",0,234,1
"1507","UWSA","Myanmar , Thailand","1990-02-14","1991-12-21",1,357,1
"1508","UWSA","Myanmar","1990-02-14","1995-12-31",1,1042,1
"1509","Ogoni","Nigeria","1993-07-09","1993-09-20",1,1085,3
"1510","Tiv","Nigeria","2001-06-25","2001-06-25",1,200,3
"1511","Ibibio","Nigeria","1992-02-18","2000-05-21",1,90,3
"1512","Wurukum","Nigeria","1999-02-28","1999-03-29",1,100,3
"1513","Fulani, Hausa","Nigeria","2001-09-08","2001-09-13",1,1000,3
"1514","Fulani, Hausa","Nigeria","2001-09-08","2008-11-29",1,200,3
"1515","Ninzam","Nigeria","1999-05-21","1999-05-21",1,100,3
"1516","Modakeke","Nigeria","1997-08-19","",0,144,3
"1517","Modakeke","Nigeria","1997-08-19","1998-08-18",1,34,3
"1518","Modakeke","Nigeria","1997-08-19","2000-05-04",1,61,3
"1519","Ilaje","Nigeria","1998-09-24","",0,50,3
"1520","Ilaje","Nigeria","1998-09-24","1999-09-26",1,70,3
"1521","Urhobo","Nigeria","1997-03-30","1998-03-20",1,30,3
"1522","Tiv","Nigeria","1990-10-10","",0,30,3
"1523","Tiv","Nigeria","1990-10-10","1992-02-20",1,100,3
"1524","Tiv","Nigeria","1990-10-10","2001-12-06",1,545,3
"1525","Karimjo","Nigeria","1996-04-14","1996-04-14",1,80,3
"1526","Tiv","Nigeria","2001-04-05","2001-04-05",1,50,3
"1527","Ogoni","Nigeria","1994-04-30","1994-04-30",1,30,3
"1528","Okrika","Nigeria","1999-10-04","1999-10-04",1,25,3
"1529","Okrika","Nigeria","1992-12-01","",0,60,3
"1530","Okrika","Nigeria","1992-12-01","1993-12-13",1,90,3
"1531","Tiv","Nigeria","1998-12-18","1998-12-18",1,32,3
"1532","Umuleri","Nigeria","1999-04-23","1999-07-31",1,420,3
"1533","Itsekiri","Nigeria","1999-06-04","1999-06-09",1,39,3
"1534","MQM-H","Pakistan","1991-06-19","",0,87,1
"1535","MQM-H","Pakistan","1991-06-19","1995-06-26",1,42,1
"1536","MQM-H","Pakistan","1991-06-19","",0,73,1
"1537","MQM-H","Pakistan","1991-06-19","1998-10-31",1,38,1
"1538","Wayai subclan of Takima","Papua New Guinea","2001-05-31","2001-05-31",1,25,3
"1539","Wogia-Tunjup","Papua New Guinea","2000-01-14","2001-12-28",1,36,3
"1540","Hadji Masir Ahalul clan","Philippines","1998-07-13","1998-07-13",1,30,3
"1541","Azeri","Russia","1989-12-31","",0,42,3
"1542","Azeri","Russia","1989-12-31","1990-12-02",1,27,3
"1543","Forces of Ruslan Labazanov","Russia","1994-06-13","1994-06-13",1,180,1
"1544","Provisional Council of the Chechen Republic","Russia","1994-09-01","1994-10-19",1,64,1
"1545","Republic of South Ossetia","Russia","1991-01-20","1991-12-01",1,87,1
"1546","Aidagalla subclan of Habar Garhadjis clan","Somalia","1996-07-11","1996-07-31",1,34,3
"1547","Eli-Agon-Yar subclan of Abgal clan","Somalia","2000-01-10","2000-02-26",1,26,3
"1548","Kabaloh subclan of Abgal clan","Somalia","2001-05-22","2001-07-09",1,33,3
"1549","Galgalo","Somalia","1990-12-04","1990-12-12",1,50,3
"1550","Forces of Omar Jess","Somalia","2000-02-02","2000-02-11",1,41,1
"1551","Sa'ad subclan of Habar Gidir clan","Somalia","1997-08-29","2001-07-16",1,50,3
"1552","Eli-Omar subclan of Abgal clan","Somalia","1999-01-27","1999-01-27",1,31,3
"1553","Forces of Ahmed Sheikh Buraleh","Somalia","2001-03-30","2001-03-30",1,33,1
"1554","USC/SSA","Somalia","1999-03-13","1999-09-20",1,113,1
"1555","Republic of Somaliland","Somalia","1994-10-15","",0,320,1
"1556","Republic of Somaliland","Somalia, Djibouti","1994-10-15","1995-10-28",1,145,1
"1557","Jiddo subclan of Digil clan","Somalia","2000-05-20","2000-10-22",1,42,3
